REF_DATE,sex,age,n,relative_to_birth,prop
2020,B,0,373629,1,0.009830986981320839
2020,B,1,374856,1.003284006327132,0.009863272004769448
2020,B,2,383263,1.0257849363941236,0.010084478355325653
2020,B,3,390971,1.0464150266708419,0.010287292504259544
2020,B,4,399225,1.0685064596163574,0.01050447309394563
2020,B,5,403138,1.0789794154094035,0.010607432586003013
2020,B,6,406535,1.088071322086883,0.010696815002184699
2020,B,7,410483,1.0986379536920314,0.010800695419931327
2020,B,8,412545,1.1041567972507487,0.010854951099109023
2020,B,9,411902,1.1024358387598394,0.0108380323785895
2020,B,10,419375,1.1224369628695845,0.011034663169324187
2020,B,11,421048,1.1269146666880783,0.011078683417270009
2020,B,12,420471,1.125370354014276,0.011063501299478772
2020,B,13,410268,1.0980625165605453,0.010795038304983118
2020,B,14,400938,1.0730912215058253,0.010549545828393445
2020,B,15,398489,1.066536591110433,0.010485107342308973
2020,B,16,405707,1.085855220017718,0.010675028531593462
2020,B,17,407508,1.0906755096633292,0.010722416736345658
2020,B,18,425713,1.1394003142154383,0.011201429655564846
2020,B,19,463448,1.2403962219206752,0.012194319109381712
2020,B,20,488291,1.3068873133509444,0.0128479921636065
2020,B,21,488902,1.3085226253850746,0.01286406889492443
2020,B,22,491863,1.3164475990889357,0.012941979208234401
2020,B,23,499535,1.3369813371017774,0.0131438461193165
2020,B,24,514211,1.3762609433421924,0.013530003416897429
2020,B,25,522096,1.3973647655829713,0.013737474818602637
2020,B,26,520655,1.3935079985761276,0.013699558992368369
2020,B,27,526227,1.4084211878628266,0.013846170362095877
2020,B,28,533444,1.4277371403183372,0.014036065239217816
2020,B,29,542818,1.4528261992511289,0.01428271545095968
2020,B,30,547061,1.4641823841297115,0.0143943579566585
2020,B,31,533315,1.4273918780394454,0.01403267097024889
2020,B,32,522534,1.3985370514601383,0.01374899954579945
2020,B,33,524626,1.4041361885720862,0.013804044589853641
2020,B,34,534187,1.429725743986682,0.01405561517599232
2020,B,35,533575,1.4280877555007776,0.014039512132511839
2020,B,36,531047,1.4213216854152113,0.013972994985585935
2020,B,37,526529,1.4092294762986812,0.01385411663518592
2020,B,38,521387,1.3954671612749545,0.013718819495354825
2020,B,39,518142,1.386782075267177,0.01363343652788071
2020,B,40,511226,1.3682717347957465,0.013451461611686262
2020,B,41,497273,1.3309272031881894,0.013084328007628843
2020,B,42,487403,1.3045106241753184,0.012824626963262274
2020,B,43,485058,1.2982343447644589,0.012762924942082983
2020,B,44,483287,1.2934943486720785,0.012716326102207279
2020,B,45,481089,1.287611507672049,0.012658491968922811
2020,B,46,471132,1.2609620773548091,0.012396501766414408
2020,B,47,469730,1.2572096919671654,0.012359612114519582
2020,B,48,475916,1.2737662226433173,0.012522379152052673
2020,B,49,492249,1.3174807094738363,0.012952135702978627
2020,B,50,491220,1.3147266405980265,0.012925060487714878
2020,B,51,484615,1.2970486766284202,0.01275126865407342
2020,B,52,480258,1.2853873762475612,0.012636626561843922
2020,B,53,484353,1.2963474462635396,0.012744374867485371
2020,B,54,509469,1.3635692090282072,0.013405231142086256
2020,B,55,540959,1.4478506754026053,0.014233801140779595
2020,B,56,555764,1.4874755439219118,0.014623352707329448
2020,B,57,558277,1.4942014672308628,0.014689475171817106
2020,B,58,544113,1.4562922042989168,0.014316789701461677
2020,B,59,545783,1.4607618787620875,0.01436073101291985
2020,B,60,536765,1.4366256366609658,0.014123447931045715
2020,B,61,523037,1.3998833067026382,0.013762234563562
2020,B,62,515060,1.3785332508986188,0.013552342442902213
2020,B,63,500845,1.3404874889261809,0.013178315052256744
2020,B,64,484534,1.2968318840346975,0.012749137368906887
2020,B,65,475116,1.2716250612238342,0.01250132942201283
2020,B,66,453515,1.21381102644602,0.011932960398774506
2020,B,67,430196,1.151398847519866,0.01131938708027562
2020,B,68,410697,1.0992107143717431,0.010806326222716985
2020,B,69,397751,1.06456136970096,0.010465688966347218
2020,B,70,384981,1.0303830805424632,0.010129682650586216
2020,B,71,372652,0.9973851066164564,0.00980527999850968
2020,B,72,367027,0.9823300653857169,0.00965727408416703
2020,B,73,359093,0.9610950970079946,0.009448513386496882
2020,B,74,302869,0.8106142724467319,0.007969138359296685
2020,B,75,276540,0.7401459736797733,0.007276365431522887
2020,B,76,263353,0.7048516041313709,0.006929386943978617
2020,B,77,246750,0.6604144753217764,0.006492526109164216
2020,B,78,224002,0.5995305503587783,0.005893977035481267
2020,B,79,207658,0.55578662255874145,0.005463931050767265
2020,B,80,188994,0.5058333266422039,0.004972840848937717
2020,B,81,175463,0.4696182576834239,0.004616810977476315
2020,B,82,161715,0.4328223986896092,0.004255071366741606
2020,B,83,147204,0.39398440699196263,0.003873255575981395
2020,B,84,137994,0.369334286150165,0.0036309205588976974
2020,B,85,124522,0.3332771278460719,0.0032764431050267334
2020,B,86,112683,0.30159061528949843,0.0029649334125996
2020,B,87,104131,0.2787015997152255,0.0027399117984736737
2020,B,88,93404,0.24999130153173335,0.0024576612308019226
2020,B,89,82970,0.2220652037181268,0.002183120126757264
2020,B,90,70363,0.18832317619884967,0.0018514026934918814
2020,B,91,58076,0.1554376132473657,0.0015281051522424355
2020,B,92,49005,0.13115951920220326,0.0012894275257531607
2020,B,93,39435,0.10554587572163832,0.0010376201301515334
2020,B,94,31714,0.08488099157185336,8.344639231044941e-4
2020,B,95,24845,0.06649644433381777,6.537256785498883e-4
2020,B,96,19039,0.050956965331920165,5.009572627857244e-4
2020,B,97,13780,0.036881505450594036,3.625815999363035e-4
2020,B,98,9874,0.02642728481996847,2.5980629301676787e-4
2020,B,99,6938,0.018569222410465998,1.8255378377054238e-4
2020,B,100,11517,0.030824695085231606,3.0303717608609637e-4
2020,M,0,191812,0.5133755677423326,0.005046988523003066
2020,M,1,191922,0.5136699774375115,0.0050498828608835445
2020,M,2,196543,0.5260378610868001,0.005171471364026191
2020,M,3,200708,0.5371852827269832,0.005281061521046126
2020,M,4,204467,0.5472460649467787,0.0053799689400708395
2020,M,5,206627,0.5530272007793827,0.005436803211178417
2020,M,6,207791,0.5561425906447305,0.005467430568386389
2020,M,7,210394,0.5631093946133732,0.0055359211275035295
2020,M,8,210647,0.5637865369122846,0.005542578104628631
2020,M,9,210494,0.5633770397908086,0.00553855234375851
2020,M,10,213794,0.5722093306461757,0.005625382480172865
2020,M,11,214885,0.5751293395319956,0.0056540890495147015
2020,M,12,213882,0.5724448584023188,0.005627697950477247
2020,M,13,208757,0.5587280430587561,0.0054928481174095
2020,M,14,203995,0.5459827797092838,0.005367549599347332
2020,M,15,203128,0.5436622960209192,0.005344736954416652
2020,M,16,206513,0.5527220852771064,0.005433803624647739
2020,M,17,207790,0.5561399141929562,0.005467404256223839
2020,M,18,217685,0.582623404500186,0.005727763104654153
2020,M,19,238975,0.6396050627761763,0.0062879490453394875
2020,M,20,253480,0.6784269957631769,0.006669606963124399
2020,M,21,254902,0.6822329101863078,0.0067070228582702205
2020,M,22,256754,0.6871896988724109,0.006755752983312458
2020,M,23,262198,0.7017603023319924,0.006898996396233593
2020,M,24,268013,0.7173238693998593,0.007052001621460705
2020,M,25,272478,0.7292742265723485,0.0071694854272455815
2020,M,26,270274,0.7233753268616729,0.007111493420985812
2020,M,27,271687,0.7271571532188347,0.007148672506668686
2020,M,28,273601,0.73227988191494775,0.007199033985789012
2020,M,29,277804,0.7435290087225563,0.007309624004985839
2020,M,30,279077,0.7469361318313086,0.00734311938791174
2020,M,31,271525,0.7267235680313894,0.0071444099363356176
2020,M,32,264312,0.7074183213829761,0.006954620307863879
2020,M,33,265013,0.7092945140767981,0.006973065133811292
2020,M,34,270347,0.7235707078412008,0.007113414208851948
2020,M,35,269029,0.7200431444026025,0.007078734778611306
2020,M,36,267055,0.7147598286000284,0.007026794569737992
2020,M,37,263481,0.7051941899584883,0.006932754900784992
2020,M,38,259856,0.695492052276456,0.006837373311541951
2020,M,39,258011,0.6905539987527735,0.006788827371637562
2020,M,40,253875,0.6794841942140466,0.006680000267331571
2020,M,41,245903,0.6581475206688988,0.006470239707484531
2020,M,42,241431,0.6461784283339891,0.006352571716561807
2020,M,43,239765,0.6417194596779158,0.0063087356537538325
2020,M,44,239060,0.6398325611769964,0.006290185579156221
2020,M,45,238217,0.6375763123312163,0.006268004426126735
2020,M,46,232744,0.6229280917701785,0.006123997960491657
2020,M,47,233031,0.6236962334294179,0.00613154955114345
2020,M,48,236439,0.6328175810764154,0.006221221401113183
2020,M,49,244717,0.6549732488645154,0.006439033482700463
2020,M,50,244399,0.6541221372002709,0.006430666215009625
2020,M,51,240365,0.6433253307425281,0.006324522951283715
2020,M,52,238398,0.6380607501023743,0.00627276692754825
2020,M,53,240589,0.6439248559399833,0.006330416875694871
2020,M,54,254114,0.680123866188117,0.0066862888741809744
2020,M,55,269437,0.7211351367265388,0.007089470140931626
2020,M,56,276877,0.7410479379277305,0.007285232630302171
2020,M,57,277881,0.7437350955091816,0.007311650041502174
2020,M,58,270200,0.7231772694303708,0.007109546320957127
2020,M,59,270282,0.7233967384758677,0.0071117039182862106
2020,M,60,265279,0.7100064502487762,0.00698006416904954
2020,M,61,257763,0.6898902387127338,0.0067823019553252106
2020,M,62,254175,0.6802871297463526,0.006687893916096513
2020,M,63,245659,0.6574944664359565,0.0064638195398223795
2020,M,64,237330,0.6352022996073645,0.006244665537945059
2020,M,65,231536,0.6196949380267591,0.0060922128681314925
2020,M,66,219832,0.5883697464597234,0.005784255317648583
2020,M,67,208211,0.5572667003899591,0.005478481676657307
2020,M,68,198720,0.531864496599568,0.005228752941897115
2020,M,69,192282,0.5146335000762788,0.005059355239401474
2020,M,70,185315,0.49598666056435664,0.004876038402916987
2020,M,71,178534,0.4778376410824642,0.004697615628666764
2020,M,72,175367,0.469361318313086,0.004614285009871534
2020,M,73,171197,0.45820051441403103,0.00450456329203885
2020,M,74,143880,0.3850878812940109,0.0037857939476658455
2020,M,75,131141,0.35099256214051905,0.0034506033089438883
2020,M,76,124223,0.33247686876554017,0.003268575768424342
2020,M,77,115821,0.3099893209574203,0.003047500978680886
2020,M,78,103891,0.27805925128938064,0.0027335968794617205
2020,M,79,94620,0.25324586688934747,0.0024896568204624847
2020,M,80,85561,0.22899989026547726,0.0022512949399238072
2020,M,81,78567,0.21028078655564744,0.002067267675050476
2020,M,82,71504,0.19137700767338725,0.0018814248709612081
2020,M,83,64320,0.17214937812643022,0.0016923982952034137
2020,M,84,59362,0.15887953022918458,0.001561942593281484
2020,M,85,52362,0.14014436780870865,0.0013777574554328538
2020,M,86,46561,0.12461827106568281,0.001225120600481439
2020,M,87,42041,0.11252070904560406,0.0011061896257563233
2020,M,88,36571,0.0978805178398893,9.622620966088937e-4
2020,M,89,31275,0.08370602924291208,8.229128837451301e-4
2020,M,90,25688,0.06875269317959794,6.759068315793734e-4
2020,M,91,20355,0.05447917586696964,5.355840687012669e-4
2020,M,92,16254,0.0435030471403451,4.276778900845194e-4
2020,M,93,12405,0.0332013842608577,3.2640237643032256e-4
2020,M,94,9476,0.025362057013775696,2.4933405232194575e-4
2020,M,95,6771,0.018122254964148928,1.7815965262472504e-4
2020,M,96,4782,0.012798792384959411,1.2582476131316425e-4
2020,M,97,3275,0.00876537956100838,8.617233235060914e-5
2020,M,98,2200,0.005888193903578148,5.78867576095695e-5
2020,M,99,1569,0.004199352833960961,4.128378304064298e-5
2020,M,100,2156,0.0057704300255065856,5.672902245737811e-5
2020,F,0,181817,0.4866244322576674,0.004783998458317772
2020,F,1,182934,0.48961402888962047,0.004813389143885904
2020,F,2,186720,0.4997470753073236,0.004913006991299463
2020,F,3,190263,0.5092297439438588,0.005006230983213419
2020,F,4,194758,0.5212603946695786,0.00512450415387479
2020,F,5,196511,0.5259522146300207,0.005170629374824596
2020,F,6,198744,0.5319287314421525,0.00522938443379831
2020,F,7,200089,0.5355285590786583,0.005264774292427796
2020,F,8,201898,0.5403702603384641,0.005312372994480392
2020,F,9,201408,0.5390587989690308,0.005299480034830988
2020,F,10,205581,0.5502276322234088,0.005409280689151322
2020,F,11,206163,0.5517853271560826,0.005424594367755308
2020,F,12,206589,0.5529254956119574,0.005435803349001524
2020,F,13,201511,0.5393344735017892,0.005302190187573618
2020,F,14,196943,0.5271084417965415,0.005181996229046112
2020,F,15,195361,0.5228742950895139,0.005140370387892322
2020,F,16,199194,0.5331331347406116,0.005241224906945722
2020,F,17,199718,0.534535595470373,0.005255012480121819
2020,F,18,208028,0.5567769097152523,0.005473666550910693
2020,F,19,224473,0.600791159144499,0.005906370064042225
2020,F,20,234811,0.6284603175877675,0.006178385200482102
2020,F,21,234000,0.6262897151987666,0.00615704603665421
2020,F,22,235109,0.629257900216525,0.0061862262249219434
2020,F,23,237337,0.635221034769785,0.006244849723082908
2020,F,24,246198,0.6589370739423331,0.006478001795436724
2020,F,25,249618,0.6680905390106229,0.006567989391357054
2020,F,26,250381,0.6701326717144547,0.006588065571382556
2020,F,27,254540,0.6812640346439918,0.006697497855427191
2020,F,28,259843,0.6954572584033895,0.0068370312534288035
2020,F,29,265014,0.7092971905285724,0.006973091445973842
2020,F,30,267984,0.717246252298403,0.00705123856874676
2020,F,31,261790,0.7006683100080561,0.006888261033913273
2020,F,32,258222,0.6911187300771621,0.006794379237935571
2020,F,33,259613,0.6948416744952881,0.006830979456042349
2020,F,34,263840,0.7061550361454813,0.006942200967140371
2020,F,35,264546,0.708044611098175,0.0069607773539005335
2020,F,36,263992,0.706561856815183,0.006946200415847942
2020,F,37,263048,0.7040352863401931,0.006921361734400926
2020,F,38,261531,0.6999751089984985,0.006881446183812873
2020,F,39,260131,0.6962280765144033,0.0068446091562431475
2020,F,40,257351,0.6887875405817,0.006771461344354691
2020,F,41,251370,0.6727796825192905,0.006614088300144312
2020,F,42,245972,0.6583321958413292,0.006472055246700468
2020,F,43,245293,0.6565148850865431,0.00645418928832915
2020,F,44,244227,0.653661787495082,0.006426140523051059
2020,F,45,242872,0.6500351953408328,0.006390487542796075
2020,F,46,238388,0.6380339855846308,0.006272503805922752
2020,F,47,236699,0.6335134585377473,0.0062280625633761326
2020,F,48,239477,0.6409486415669019,0.006301157750939489
2020,F,49,247532,0.662507460609321,0.006513102220278163
2020,F,50,246821,0.6606045033977556,0.006494394272705252
2020,F,51,244250,0.6537233458858922,0.006426745702789705
2020,F,52,241860,0.6473266261451868,0.006363859634295673
2020,F,53,243764,0.6524225903235562,0.0064139579917905
2020,F,54,255355,0.6834453428400901,0.006718942267905282
2020,F,55,271522,0.7267155386760664,0.007144330999847968
2020,F,56,278887,0.7464276059941813,0.007338120077027277
2020,F,57,280396,0.7504663717216812,0.007377825130314932
2020,F,58,273913,0.7331149348685461,0.00720724338050455
2020,F,59,275501,0.7373651402862198,0.007249027094633639
2020,F,60,271486,0.7266191864121896,0.007143383761996175
2020,F,61,265274,0.7099930679899045,0.006979932608236791
2020,F,62,260885,0.698246121152266,0.0068644485268057
2020,F,63,255186,0.6829930224902243,0.006714495512434365
2020,F,64,247204,0.661629584427333,0.006504471830961827
2020,F,65,243580,0.6519301231970752,0.006409116553881336
2020,F,66,233683,0.6254412799862966,0.006148705081125923
2020,F,67,221985,0.5941321471299069,0.005840905403618312
2020,F,68,211977,0.5673462177721751,0.0055775732808198706
2020,F,69,205469,0.5499278696246812,0.005406333726945743
2020,F,70,199666,0.5343964199781066,0.005253644247669229
2020,F,71,194118,0.5195474655339922,0.005107664369842915
2020,F,72,191660,0.5129687470726308,0.005042989074295495
2020,F,73,187896,0.5028945825939636,0.0049439500944580324
2020,F,74,158989,0.425526391152721,0.004183344411630839
2020,F,75,145399,0.3891534115392542,0.003825762122578998
2020,F,76,139130,0.3723747353658308,0.003660811175554275
2020,F,77,130929,0.35042515436435606,0.00344502513048333
2020,F,78,120111,0.3214712990693977,0.0031603801560195466
2020,F,79,113038,0.302540755669394,0.0029742742303047807
2020,F,80,103433,0.27683343637672664,0.0027215459090139103
2020,F,81,96896,0.2593374711277765,0.002549543302425839
2020,F,82,90211,0.24144539101622198,0.0023736464957803973
2020,F,83,82884,0.22183502886553239,0.002180857280777981
2020,F,84,78632,0.21045475592098042,0.0020689779656162133
2020,F,85,72160,0.19313276003736327,0.0018986856495938798
2020,F,86,66122,0.1769723442238156,0.0017398128121181612
2020,F,87,62090,0.16618089066962147,0.0016337221727173502
2020,F,88,56833,0.15211078369184405,0.0014953991341930288
2020,F,89,51695,0.13835917447521473,0.0013602072430121343
2020,F,90,44675,0.11957048301925172,0.0011754958619125079
2020,F,91,37721,0.10095843738039606,9.925210835411687e-4
2020,F,92,32751,0.08765647206185816,8.617496356686413e-4
2020,F,93,27030,0.07234449146078062,7.112177537212108e-4
2020,F,94,22238,0.05951893455807766,5.851298707825485e-4
2020,F,95,18074,0.04837418936966884,4.7556602592516324e-4
2020,F,96,14257,0.03815817294696076,3.7513250147256017e-4
2020,F,97,10505,0.028116125889585657,2.7640926758569435e-4
2020,F,98,7674,0.020539090916390324,2.0191953540719834e-4
2020,F,99,5369,0.014369869576505035,1.4127000072989938e-4
2020,F,100,9361,0.025054265059725023,2.4630815362871824e-4
